Year,Department,Salary_Cost,Equipment_Cost,Maintenance_Cost,Utilities_Cost,Miscellaneous_Cost,Total_Cost
2021,Electrical,829192,487120,117479,69275,69731,1572797
2022,Computer Science,854767,335333,102027,94751,52077,1438955
2019,Mechanical,852313,421297,122912,56586,74097,1527205
2022,Computer Science,628261,260807,122692,69703,66759,1148222
2022,Mechanical,706601,464346,112209,76765,39295,1399216
2021,Electrical,661260,256402,137563,60641,44735,1160601
2020,Civil,656176,254521,136738,86735,77011,1211181
2023,Mechanical,742412,444237,117242,50822,75185,1429898
2023,Mechanical,895156,364693,89941,82989,33032,1465811
2021,Computer Science,766465,258382,87073,89648,73773,1275341
2022,Electrical,702153,360996,117827,62129,66671,1309776
2019,Computer Science,748348,483729,126225,65543,75019,1498864
2022,Electrical,607310,265065,117096,75963,59897,1125331
2021,Computer Science,766239,335470,130546,86656,55836,1374747
2023,Mechanical,741463,264425,146457,79665,66438,1298448
2022,Computer Science,722013,263111,148309,63499,51278,1248210
2023,Civil,781693,421871,149998,60352,51902,1465816
2019,Electrical,741964,303257,110268,69654,66091,1291234
2023,Electrical,809658,373990,122078,60117,37120,1402963
2023,Mechanical,772687,442249,81865,71077,37859,1405737
2020,Electrical,778625,377813,108887,95540,62867,1423732
2020,Civil,709264,331046,129876,53993,60611,1284790
2020,Computer Science,679071,287851,113479,68982,66424,1215807
2023,Mechanical,772074,258816,120478,84434,75477,1311279
2021,Civil,670658,458925,106401,66312,36786,1339082
2023,Electrical,609852,252175,108502,94041,63461,1128031
2021,Electrical,867531,261341,93394,64338,51185,1337789
2021,Civil,730381,313908,89262,80173,70977,1284701
2020,Computer Science,834484,406726,84487,87525,61190,1474412
2022,Computer Science,803754,441967,107341,76690,33709,1463461
2019,Mechanical,731632,309696,93570,77328,49154,1261380
2020,Electrical,863456,438961,137268,61360,50859,1551904
2020,Civil,687566,468216,109605,88883,77611,1431881
2022,Computer Science,883473,333115,106723,88205,34209,1445725
2019,Mechanical,834750,280194,149108,72625,53379,1390056
2023,Electrical,675542,415909,140098,92040,44846,1368435
2023,Electrical,708237,449966,128707,94894,48003,1429807
2020,Mechanical,897789,334358,129028,81850,55426,1498451
2019,Mechanical,687502,422648,136921,66471,72856,1386398
2020,Computer Science,895657,352548,140760,89883,55551,1534399
2021,Civil,608749,400799,90249,77276,48900,1225973
2020,Electrical,761855,284579,147847,52703,42380,1289364
2020,Civil,660645,346554,123839,61151,39707,1231896
2023,Electrical,813933,397627,119673,76998,54379,1462610
2023,Electrical,653175,303294,83642,54147,55068,1149326
2023,Civil,748395,299777,86338,84515,36906,1255931
2021,Mechanical,650762,386978,131761,58232,45895,1273628
2023,Computer Science,664222,290751,89622,65151,49420,1159166
2019,Electrical,789400,450671,128423,60330,45212,1474036
2022,Mechanical,855539,358750,122873,99190,44323,1480675
2019,Electrical,612213,324180,127565,61276,62934,1188168
2019,Computer Science,697367,488986,87806,68535,37348,1380042
2023,Electrical,778002,454750,80757,86705,30575,1430789
2022,Computer Science,758785,281644,101470,89654,69939,1301492
2022,Computer Science,707157,283521,86220,93050,45748,1215696
2022,Electrical,829408,261564,134754,82976,33343,1342045
2021,Electrical,632583,355155,102505,50599,72115,1212957
2023,Computer Science,728792,451712,108288,53709,55391,1397892
2022,Mechanical,679944,408371,99109,74110,52407,1313941
2021,Civil,622369,429030,83497,99365,72495,1306756
2020,Computer Science,779000,437150,137326,55723,73693,1482892
2020,Electrical,619510,394493,89864,96772,70747,1271386
2021,Electrical,612120,338747,101017,92536,39154,1183574
2021,Mechanical,699847,261202,81821,77394,51555,1171819
2023,Civil,698575,359407,130337,60316,56623,1305258
2023,Computer Science,867439,423257,125485,72622,68177,1556980
2020,Computer Science,620460,487735,136388,74844,67309,1386736
2022,Civil,614963,384757,90372,90740,50244,1231076
2020,Computer Science,627328,340197,96283,71162,57927,1192897
2022,Civil,724034,292637,120857,78833,31067,1247428
2022,Electrical,621605,399438,131772,67206,47265,1267286
2023,Civil,775885,484320,139670,74501,36909,1511285
2019,Computer Science,777443,274276,111261,98314,51416,1312710
2019,Civil,708241,330946,137154,60291,44236,1280868
2021,Mechanical,791848,429311,86107,94562,61365,1463193
2023,Electrical,854289,325214,115561,61659,56125,1412848
2022,Electrical,767984,405647,115268,75226,40929,1405054
2019,Civil,769446,422473,111608,90751,71060,1465338
2022,Computer Science,803374,291230,93138,56500,61411,1305653
2019,Mechanical,662784,460496,117693,51634,45319,1337926
2019,Electrical,621274,463335,101248,64059,65584,1315500
2019,Electrical,729994,374086,98632,54814,36411,1293937
2023,Computer Science,896560,379526,127547,54076,61602,1519311
2020,Computer Science,817220,495579,92100,91158,78489,1574546
2022,Mechanical,792070,449689,127930,88210,79559,1537458
2023,Civil,843768,404093,146861,75931,37204,1507857
2023,Computer Science,768206,390521,133025,82007,48899,1422658
2023,Civil,743435,396729,130840,72744,54517,1398265
2023,Mechanical,892772,285059,99369,80396,64507,1422103
2023,Civil,669672,251532,98460,73083,34052,1126799
2021,Electrical,646246,352666,81461,86273,79410,1246056
2022,Civil,689110,431877,122362,99954,68554,1411857
2023,Mechanical,864954,331551,108610,75276,42013,1422404
2022,Mechanical,790932,418828,100995,50502,75364,1436621
2021,Mechanical,808271,321880,87717,62756,67488,1348112
2021,Civil,671688,356734,144022,64262,77213,1313919
2022,Electrical,793435,363997,133668,98909,66494,1456503
2019,Computer Science,873306,455714,131645,60605,30678,1551948
2020,Electrical,673535,415278,109550,90707,60352,1349422
2019,Civil,670864,302168,83576,72416,75797,1204821
2019,Civil,734693,363123,120868,87487,39098,1345269
2019,Computer Science,718371,456260,126380,90516,38459,1429986
2023,Civil,689792,405622,85728,77543,68894,1327579
2021,Mechanical,775505,387461,112800,81280,57679,1414725
2019,Mechanical,857416,337897,90886,52870,62666,1401735
2021,Mechanical,666188,416919,149909,54758,43227,1331001
2022,Mechanical,786023,354599,127236,95806,34906,1398570
2020,Mechanical,838188,329239,125805,88736,37898,1419866
2022,Civil,636558,268642,112532,61659,77207,1156598
2022,Computer Science,728938,356862,108688,99534,63884,1357906
2023,Computer Science,746731,498751,91063,90558,36344,1463447
2020,Mechanical,896557,286509,103089,59585,71858,1417598
2022,Civil,872579,329417,135942,77903,57366,1473207
2022,Electrical,850272,299237,131829,87039,75980,1444357
2020,Electrical,628067,396486,130553,54323,76846,1286275
2020,Civil,687794,313176,113585,76970,40836,1232361
2022,Mechanical,601379,378633,139004,84806,47442,1251264
2020,Computer Science,708541,329865,82438,98745,79839,1299428
2022,Civil,819499,367181,103212,55461,70920,1416273
2022,Electrical,714634,312059,130362,90831,71747,1319633
2023,Electrical,853579,299150,96983,84030,42686,1376428
2019,Electrical,703915,338367,94026,55731,73604,1265643
2022,Mechanical,810494,291091,130998,71500,40356,1344439
2021,Electrical,816915,454196,135744,59903,71163,1537921
2019,Civil,729560,250903,137013,83117,57793,1258386
2019,Civil,755915,491024,131039,78602,32491,1489071
2019,Electrical,736984,304235,129831,81174,51206,1303430
2023,Civil,752586,439637,114603,83208,43928,1433962
2022,Electrical,818431,305342,147713,69192,69772,1410450
2023,Electrical,788104,423795,93105,63899,41560,1410463
2022,Computer Science,737521,285572,147182,68946,37011,1276232
2023,Mechanical,732797,267610,132147,53152,52084,1237790
2023,Mechanical,609304,284052,126434,75960,74518,1170268
2021,Computer Science,725555,348993,106515,60247,58633,1299943
2023,Computer Science,694488,337063,138001,80806,34862,1285220
2020,Mechanical,858490,418622,138397,75573,68118,1559200
2021,Electrical,743748,435105,141415,92382,42682,1455332
2023,Electrical,887336,410083,96960,99225,75303,1568907
2019,Mechanical,861602,483883,125778,76038,41703,1589004
2020,Electrical,738518,415836,110941,77770,72379,1415444
2020,Computer Science,816669,347540,120955,56949,45096,1387209
2020,Electrical,688207,303533,136908,52205,44106,1224959
2021,Electrical,788704,405136,144067,67855,30355,1436117
2023,Civil,798017,373989,135696,69564,38432,1415698
2023,Civil,673741,430653,98429,63133,45700,1311656
2019,Civil,616365,370388,94847,68114,55196,1204910
2019,Electrical,795929,278702,127191,82803,61650,1346275
2020,Mechanical,847481,466773,114256,79785,76618,1584913
2019,Computer Science,746776,373482,108774,88302,47238,1364572
2021,Electrical,760974,258631,89127,73545,74703,1256980
2023,Mechanical,832366,337388,108205,90777,57776,1426512
2020,Electrical,850319,374798,138764,60952,36704,1461537
2019,Computer Science,634012,320043,118664,52535,50008,1175262
2021,Electrical,742487,447135,136795,74721,45379,1446517
2021,Computer Science,621686,410053,112333,54963,72020,1271055
2019,Electrical,808270,285764,116079,62707,38573,1311393
2023,Computer Science,759815,482843,104259,62860,52415,1462192
2019,Electrical,632161,431585,106571,64247,52566,1287130
2020,Computer Science,847066,379014,131119,67410,31132,1455741
2019,Civil,839689,363076,88009,67670,78302,1436746
2021,Electrical,864546,349007,141829,69230,73798,1498410
2019,Electrical,663190,447270,118230,91280,64847,1384817
2023,Mechanical,846256,274940,136049,74158,30944,1362347
2022,Mechanical,875419,357418,116498,63887,35840,1449062
2019,Computer Science,759254,321792,108820,85061,69442,1344369
2023,Electrical,614915,409504,120315,99628,73489,1317851
2023,Computer Science,863053,258367,112795,73810,75261,1383286
2021,Civil,665908,361764,119191,94124,74278,1315265
2023,Mechanical,727337,484673,134453,92786,63602,1502851
2023,Computer Science,884764,406583,92453,75358,50134,1509292
2023,Computer Science,634112,258573,130325,95588,34184,1152782
2023,Mechanical,805123,265582,129490,65933,57963,1324091
2020,Electrical,602431,386450,129993,80034,37178,1236086
2020,Computer Science,686590,315296,125706,51947,35168,1214707
2021,Mechanical,717472,394572,122817,69715,62654,1367230
2019,Electrical,894768,315841,144544,80956,34991,1471100
2023,Civil,807193,271881,135710,71644,38146,1324574
2019,Mechanical,661264,320233,130799,65310,76652,1254258
2019,Computer Science,763030,432614,140964,72450,35290,1444348
2021,Civil,719502,315285,133678,66303,54549,1289317
2023,Electrical,830395,309547,140438,97782,44844,1423006
2023,Electrical,732475,443223,141926,74031,58882,1450537
2022,Mechanical,805463,388294,83801,79250,70919,1427727
2019,Mechanical,769708,257933,121048,71853,30028,1250570
2019,Mechanical,872983,333385,120144,67977,48244,1442733
2020,Electrical,835706,470844,90148,92707,37934,1527339
2022,Civil,778901,490839,99861,64465,59845,1493911
2020,Electrical,740302,348706,141717,60225,65340,1356290
2020,Computer Science,651977,459509,102480,90472,78049,1382487
2020,Electrical,825864,388012,98637,66640,70819,1449972
2021,Computer Science,625651,495398,124621,81535,50398,1377603
2021,Civil,697919,334590,140304,89280,60061,1322154
2020,Mechanical,786944,356399,127431,52991,32127,1355892
2022,Mechanical,717776,309145,136172,67801,40083,1270977
2019,Electrical,744811,424682,105437,74144,49091,1398165
2022,Mechanical,730697,307520,88149,57965,39933,1224264
2023,Civil,779428,254544,94671,63730,45877,1238250
2021,Mechanical,601789,471926,103119,79553,64581,1320968
2019,Electrical,836974,304812,126117,58301,42519,1368723
2019,Civil,861413,452682,96279,68936,37816,1517126
2023,Computer Science,768678,432572,148835,92017,38351,1480453
2023,Electrical,644135,420690,84803,64155,45648,1259431
2020,Computer Science,637067,369090,140805,71117,74002,1292081
2021,Civil,879501,349054,98201,98848,57461,1483065
2021,Electrical,770923,406516,108634,52042,71264,1409379
2022,Electrical,807925,467054,94760,68565,74901,1513205
2020,Civil,763944,475151,90826,97602,71359,1498882
2020,Mechanical,669103,437658,125775,87260,74480,1394276
2020,Electrical,686310,405861,86798,86326,69017,1334312
2020,Electrical,637412,382689,146103,92581,45441,1304226
2021,Computer Science,801002,350834,131410,53658,69253,1406157
2021,Mechanical,622228,384405,120888,66319,39177,1233017
2020,Computer Science,720627,290002,129047,69078,64573,1273327
2022,Computer Science,611319,444692,125955,86652,51431,1320049
2019,Mechanical,606475,468760,81982,87548,51924,1296689
2019,Mechanical,828163,470699,113864,69668,64864,1547258
2022,Civil,745800,381583,119265,88720,42493,1377861
2020,Mechanical,841382,362850,126313,90285,35337,1456167
2021,Electrical,891689,380011,124350,72546,46035,1514631
2019,Mechanical,829484,418922,95378,87874,53318,1484976
2023,Civil,792828,371548,149815,87165,72305,1473661
2023,Civil,799847,463244,107924,78898,71190,1521103
2022,Civil,892759,467125,87312,79907,33782,1560885
2020,Mechanical,875890,281786,110353,95411,43798,1407238
2019,Mechanical,753817,455428,96192,79372,49884,1434693
2020,Computer Science,863389,286244,97450,64822,39074,1350979
2019,Computer Science,717408,455786,85432,69776,57349,1385751
2022,Electrical,712143,317261,137225,82406,56907,1305942
2022,Computer Science,889776,268477,145604,60462,51989,1416308
2023,Electrical,875000,427605,90295,86479,69187,1548566
2020,Civil,787965,415541,86774,84354,38624,1413258
2023,Computer Science,832298,258496,92190,92174,37889,1313047
2020,Mechanical,668049,370522,111286,89906,57256,1297019
2023,Computer Science,828953,393342,144014,57662,40455,1464426
2021,Electrical,810503,457080,135256,57404,77200,1537443
2021,Computer Science,770821,270724,138630,96101,41194,1317470
2021,Civil,804829,280416,142771,92605,51622,1372243
2021,Mechanical,802646,285575,131715,59542,56988,1336466
2019,Electrical,658601,462262,87466,65904,37570,1311803
2021,Mechanical,746154,326614,97637,77774,51487,1299666
2022,Mechanical,745720,343566,148745,58556,30617,1327204
2022,Electrical,862508,454180,116317,96123,75452,1604580
2019,Mechanical,765640,398480,129766,62806,71277,1427969
2021,Mechanical,805704,377192,83078,92586,77485,1436045
2021,Computer Science,869580,269359,107299,64864,36285,1347387
2021,Mechanical,624544,389770,83543,80016,63224,1241097
2023,Mechanical,663295,451464,131052,83749,30500,1360060
2020,Mechanical,796787,474135,102064,92996,58994,1524976
2023,Mechanical,669409,420564,94425,86320,66642,1337360
2020,Electrical,849720,455853,131481,67305,53014,1557373
2021,Civil,726839,293634,130530,61938,34973,1247914
2021,Computer Science,879301,367255,105888,66318,34774,1453536
2023,Mechanical,776637,292864,107491,70379,45519,1292890
2023,Mechanical,801068,344482,112352,87820,77117,1422839
2020,Electrical,665888,287355,101676,55406,50580,1160905
2022,Civil,787167,287690,145836,70661,53099,1344453
2020,Mechanical,604507,418886,117463,67858,76390,1285104
2023,Electrical,643988,412717,128990,80816,67484,1333995
2023,Computer Science,747937,465886,143627,62850,72588,1492888
2019,Computer Science,627213,453811,100221,62601,78855,1322701
2023,Mechanical,657450,306630,131313,89866,43302,1228561
2019,Mechanical,662222,429243,109251,76644,33234,1310594
2022,Civil,754468,271658,126586,77428,36494,1266634
2020,Civil,612755,489204,133884,89487,44239,1369569
2020,Mechanical,731937,265797,132620,98624,34498,1263476
2019,Electrical,742245,308799,90040,91362,74198,1306644
2020,Civil,789977,368301,125878,83380,35267,1402803
2023,Mechanical,769169,479414,85969,57286,42546,1434384
2021,Civil,895515,477566,93162,60068,54479,1580790
2019,Mechanical,835132,302236,145435,59805,66437,1409045
2020,Computer Science,735090,256265,85037,53017,39657,1169066
2019,Mechanical,867336,375611,140526,71172,52453,1507098
2019,Computer Science,864159,453206,94693,59926,64729,1536713
2021,Civil,799988,481791,139090,94508,76708,1592085
2023,Mechanical,628343,463750,82451,73486,47259,1295289
2019,Civil,605829,434566,145560,80397,58645,1324997
2020,Computer Science,634381,371754,85962,79511,42093,1213701
2022,Mechanical,812153,433340,96444,93340,38734,1474011
2019,Civil,880407,496524,120443,99005,33516,1629895
2019,Computer Science,834748,408070,96506,60002,45032,1444358
2021,Civil,821970,341426,118384,98586,50883,1431249
