Year,Department,Faculty_Count,Student_Count,Lab_Count,Building_Area,Tuition_Income,Total_Cost
2019,CIVIL,29,503,10,727,3684311,4088136
2019,EEE,30,681,12,1418,3227600,6216607
2021,MECH,45,775,12,1260,4140753,8136480
2023,AIDS,53,872,12,1398,2634601,9608125
2022,IT,36,838,11,1196,2613839,7530740
2019,ECE,22,513,9,1164,5029524,5241348
2022,EEE,23,373,8,995,4042785,5241030
2019,AIDS,22,360,7,1503,3659379,4995360
2019,EEE,41,842,12,776,1532586,6222443
2019,CSE,28,518,7,727,1719782,4753956
2023,IT,13,311,4,1325,5156312,3739118
2020,CSE,29,714,10,1171,3863474,6121325
2022,IT,13,331,5,994,4075045,4235429
2023,AIDS,22,459,8,1457,2903401,5748570
2023,CIVIL,29,536,9,953,1875131,5172991
2023,EEE,28,480,9,608,5877341,5400645
2023,EEE,52,857,12,699,2669304,8859902
2023,MECH,34,640,12,681,1259360,6457870
2021,ECE,40,757,12,747,2916262,7845302
2022,CSE,15,379,5,1462,3241496,3844341
2023,EEE,37,772,12,608,2191476,7387972
2022,AIDS,20,411,8,1136,4190159,5450196
2021,CIVIL,27,591,10,983,2449648,5061458
2021,ECE,33,682,10,1029,2039492,6484989
2022,AIDS,22,316,7,590,5251126,4611378
2019,CSE,39,792,10,1194,1973900,6303153
2020,MECH,37,630,12,1031,4668027,6360283
2019,EEE,42,785,12,896,5896198,6696605
2019,AIDS,45,705,12,920,3032494,7605262
2019,ECE,15,416,7,739,1469456,4322195
2023,IT,55,854,11,767,4947426,8753791
2021,CIVIL,21,414,8,592,1048068,3966416
2019,ECE,40,848,12,835,2410345,6784497
2021,AIDS,43,846,12,709,5864710,8953032
2022,CIVIL,28,635,10,1147,5743862,5696158
2020,EEE,25,635,11,1449,3741133,5991457
2022,IT,29,446,6,1109,3334990,5126486
2022,MECH,21,421,10,1114,5318595,5521659
2023,ECE,15,380,6,1393,3935763,4377382
2020,MECH,35,674,12,813,1560180,6445471
2022,IT,51,869,12,875,1422728,7862585
2022,CIVIL,19,362,6,1063,4281899,4639391
2020,EEE,45,803,12,1280,1095847,6636442
2020,AIDS,37,748,10,967,5399464,7553389
2022,IT,41,727,11,1399,4091819,7207417
2020,CSE,36,726,10,1505,4236573,5853399
2022,CIVIL,29,720,12,1077,1312147,6086565
2022,MECH,31,621,12,1018,5965211,7377642
2023,ECE,20,465,8,573,1897724,5174850
2019,IT,51,896,12,1083,4999046,6883589
2022,MECH,38,760,12,1466,2257460,7414094
2021,CIVIL,33,758,12,736,5713283,6770696
2019,MECH,25,488,10,975,1628322,4354392
2019,IT,37,763,10,587,1274528,5522629
2019,CIVIL,41,678,12,1401,2706056,5841215
2023,CSE,16,301,4,979,3184447,4099282
2022,IT,28,663,8,1192,4950310,5681020
2023,AIDS,24,371,8,1204,5154524,6262117
2022,EEE,32,726,11,1169,3997666,6739436
2023,IT,28,469,7,527,3410412,5712373
2023,CIVIL,20,504,9,1031,1887517,5078754
2021,ECE,25,636,9,1496,1035673,5435643
2023,EEE,34,771,12,1299,1663650,7756108
2020,IT,22,494,7,1192,2108699,3943900
2021,CSE,26,574,8,926,5438940,5107887
2023,ECE,17,306,6,869,2560517,4660475
2019,CSE,58,865,11,1045,2122050,6723846
2020,AIDS,48,872,12,597,2635768,8797134
2020,ECE,56,898,12,1313,1720065,8369649
2020,MECH,23,477,11,699,3200950,5432251
2021,ECE,21,541,8,658,4213973,5121082
2023,EEE,22,502,9,1184,2207277,5378268
2023,ECE,38,842,12,959,3470254,8722505
2019,CIVIL,36,761,10,779,5414997,5796236
2019,CIVIL,24,379,8,1378,4120755,3618087
2020,MECH,36,822,12,1166,5374226,7244895
2019,ECE,36,716,11,1023,3212887,6322803
2021,CSE,27,683,9,814,2582371,5216368
2023,CSE,45,690,10,979,4351914,7574945
2020,IT,28,425,6,872,5774288,4716508
2019,AIDS,38,793,12,914,5659767,7540206
2021,EEE,17,346,6,999,4144969,3834777
2021,AIDS,37,775,12,1057,5734571,7647494
2019,ECE,35,763,11,1331,3505417,6693515
2023,AIDS,21,422,8,987,2894089,5199927
2019,IT,32,773,10,683,4170725,6037712
2020,AIDS,19,433,6,1111,3006910,5183260
2019,MECH,43,861,12,608,4358169,6966201
2021,IT,13,322,5,1228,5740338,3583559
2019,MECH,49,865,12,1359,3436273,7691062
2023,ECE,25,534,9,810,4197332,6069422
2022,IT,23,358,6,680,2067043,3976900
2019,ECE,21,463,8,1154,3961965,5018595
2023,ECE,19,515,8,882,1962142,6026846
2023,AIDS,30,482,9,533,3598214,7007195
2021,MECH,54,868,12,718,4565887,8103375
2023,ECE,23,389,7,1238,5395745,5219631
2023,MECH,34,610,12,518,3333329,6967678
2023,MECH,54,856,12,522,3882007,9777749
2023,IT,38,556,7,1140,4975692,5718728
2020,CIVIL,35,832,12,677,5384294,6511696
2020,AIDS,44,832,12,1113,5733803,8144454
2021,ECE,15,351,6,1384,3977965,4168400
2019,MECH,32,637,12,760,5906912,6527771
2023,EEE,17,470,8,674,2548247,4810680
2019,CIVIL,16,366,6,934,3848137,3177972
2019,ECE,25,599,9,656,2482937,4787124
2021,EEE,24,531,10,1021,3987288,5794525
2023,AIDS,22,367,7,1049,4175400,5256451
2023,AIDS,43,805,12,1448,3178633,9213333
2022,MECH,20,327,8,1014,1476454,3803104
2019,MECH,21,350,9,1413,3085547,4706438
2019,ECE,32,559,9,730,4323740,5447608
2020,IT,50,890,12,1162,1836908,6604787
2022,CIVIL,58,885,12,1093,3335932,7696453
2020,ECE,21,483,8,585,2546033,4518086
2020,CIVIL,23,322,7,1148,2596802,3309093
2020,MECH,19,428,9,1331,5952921,5059599
2021,AIDS,37,590,10,830,1075302,6491236
2021,MECH,50,800,12,1388,4481792,7598988
2020,AIDS,28,485,10,547,1550050,5939001
2022,ECE,40,778,12,1081,1684084,8180989
2019,AIDS,39,870,12,1159,1614874,7790093
2022,MECH,52,791,12,1245,1335058,7722302
2023,CSE,46,812,10,1030,5368149,8217102
2021,CIVIL,22,366,7,752,5229509,4551508
2019,EEE,32,766,12,655,5992307,6005041
2019,AIDS,27,584,9,1319,5310346,6474284
2023,AIDS,45,716,11,772,4718869,8614203
2023,CSE,25,399,6,1124,3258414,5176826
2020,ECE,22,488,8,890,2166664,5094298
2021,ECE,27,687,11,1361,1429738,6856373
2021,ECE,32,540,9,988,3357665,5582602
2022,EEE,35,716,12,699,4086933,7525954
2020,IT,20,475,7,811,4985923,4723854
2020,CSE,33,686,9,1007,2629828,5729174
2020,EEE,30,770,12,1271,3674638,6781596
2020,CSE,24,532,7,674,5098375,4985282
2021,AIDS,33,751,11,1158,1049427,7531522
2021,CIVIL,26,576,10,714,2710795,4966863
2020,CSE,20,528,7,918,2356227,4311587
2022,IT,19,470,6,718,2635434,4579359
2019,MECH,26,512,10,1368,5600374,5170474
2019,EEE,29,581,10,612,3390950,5176863
2022,CSE,15,340,4,952,2811320,3221579
2020,CSE,18,421,5,1405,3775566,4632083
2021,IT,29,526,7,1293,1335872,4556279
2019,CIVIL,23,593,9,1482,3157406,4324252
2023,CSE,40,899,12,1504,1700566,7665385
2023,CSE,24,566,8,1071,4050675,6366817
2022,CIVIL,47,840,12,884,1802713,6559028
2020,IT,43,750,10,753,5986599,6711819
2019,EEE,35,748,12,1241,5508651,6530667
2020,EEE,16,360,7,797,5455441,4428239
2019,CSE,46,801,11,887,1210144,5699614
2022,CIVIL,28,446,8,1370,5210381,5227051
2022,CSE,32,633,8,943,5863182,5974630
2023,ECE,22,441,8,788,5857060,5434269
2020,MECH,14,343,8,973,2133124,3787224
2023,EEE,21,443,9,824,2671853,4867341
2020,ECE,41,632,11,1501,1592580,6028125
2023,AIDS,44,796,12,592,3424138,9033874
2021,MECH,43,695,12,1329,3844466,7380662
2021,CSE,14,354,5,657,3090692,3286365
2021,IT,28,606,8,907,3380515,5253339
2021,EEE,46,722,12,1010,2945870,6468951
2019,AIDS,42,716,12,811,2001396,6731162
2021,MECH,39,624,12,1181,5080326,6478222
2022,EEE,20,379,8,1216,3233870,4095663
2022,CIVIL,20,330,7,1452,1177997,4131080
2019,IT,26,411,6,1403,5670532,4443844
2021,MECH,53,857,12,924,1035723,7529063
2021,CIVIL,37,863,12,804,1680147,6871487
2021,ECE,50,771,12,1008,3450989,7861323
2023,CSE,16,373,5,1423,3997629,4323781
2020,CIVIL,38,852,12,1052,5269475,6873824
2023,MECH,50,778,12,971,1408148,8223768
2020,MECH,55,888,12,1009,2871919,8127923
2021,ECE,36,686,11,522,3465244,7267183
2021,CSE,44,863,12,1435,2451738,7107631
2023,CIVIL,38,732,11,646,3444195,6478490
2023,CIVIL,28,711,12,590,3242611,6202850
2020,CSE,30,766,10,1253,2510933,5968539
2022,CIVIL,52,898,12,648,1836005,7181548
2020,EEE,28,547,10,1507,2688162,5450230
2023,CSE,36,880,11,1405,3994159,7610912
2023,IT,23,419,6,919,1629265,4776218
2019,MECH,22,366,9,596,1436610,3868505
2023,IT,45,872,11,1015,2773201,8572334
2019,EEE,34,626,11,1141,4177183,5624466
2022,ECE,41,769,12,1137,3847860,8098424
2020,EEE,31,792,12,1404,1498559,6434595
2020,AIDS,41,585,10,865,2196569,6666063
2019,AIDS,31,611,10,782,4248623,6445523
2020,AIDS,39,608,10,903,2756171,7096390
2023,CSE,19,396,5,939,1033275,4244809
2021,CIVIL,24,412,7,1246,1823124,4284210
2019,EEE,37,755,12,986,5770356,6435751
2020,IT,39,762,9,1271,1119564,5503755
2019,ECE,23,431,8,816,3707583,4755786
2019,IT,25,420,6,1015,2963276,3923645
2021,IT,25,496,7,564,1408978,4209343
2023,IT,45,781,11,552,1674290,7369699
2019,ECE,17,338,6,1406,2674742,3342145
2020,AIDS,54,865,12,572,1841307,8147859
2022,IT,43,811,11,1040,1216272,6737220
2019,ECE,31,773,11,1430,4063634,6714507
2019,ECE,20,460,8,971,1451631,3741450
2021,CIVIL,32,588,9,1208,5538908,6092749
2023,ECE,34,499,8,987,5764847,6310349
2022,AIDS,53,827,12,1265,1311806,9256847
2020,IT,40,802,11,1320,5544530,6742016
2022,ECE,33,547,10,1226,5798958,6994615
2020,CSE,36,682,9,724,5243800,5775202
2023,ECE,33,517,9,735,4455663,6775933
2020,MECH,16,386,8,514,3922724,4700356
2021,MECH,25,381,10,1239,3469161,5490561
2021,MECH,18,361,9,1329,3784588,4175583
2021,ECE,37,799,11,1055,4398388,7584624
2021,AIDS,20,341,7,1495,3898265,4682223
2022,IT,16,311,4,1310,1579078,3645692
2023,EEE,21,414,8,719,4987212,4776033
2020,EEE,33,517,9,698,2387957,4697625
2020,EEE,21,405,8,582,2850380,4671468
2021,AIDS,47,827,12,1270,5220915,9432288
2021,CIVIL,39,771,11,629,1791955,5969495
2019,CSE,46,686,10,1192,4453665,6242337
2023,CSE,37,525,8,1128,5869897,6823288
2022,MECH,37,780,12,666,4870387,8002979
2020,MECH,32,707,12,949,5961459,6634559
2019,ECE,48,756,12,1392,4450493,6836615
2019,EEE,21,320,7,589,1868029,3091205
2020,ECE,25,502,8,721,3883599,5144551
2022,EEE,34,716,11,1293,2591828,6896345
2019,MECH,42,715,12,1348,2119247,6335556
2019,IT,30,747,10,1295,5333978,5658520
2023,CIVIL,46,811,12,977,4271731,7744117
2022,ECE,18,384,6,1444,3890816,4820248
2019,CIVIL,21,466,8,685,5696875,3988253
2022,CIVIL,40,683,11,1296,1188317,5780147
2020,CIVIL,34,767,11,827,5047766,6379812
2021,MECH,15,371,9,1200,1965454,3972916
2019,CSE,35,820,9,675,2774307,5518777
2023,MECH,46,772,12,1216,2936655,8730267
2020,CIVIL,35,557,9,696,3214326,4845392
2022,MECH,36,574,12,982,2911313,6773462
2020,CIVIL,22,319,7,1461,5512473,3743356
2019,AIDS,41,789,12,824,3965776,7567516
2022,EEE,32,789,12,1497,2757642,7479309
2021,CSE,37,625,9,758,1000819,5056005
2020,AIDS,47,828,12,1345,5183212,8102370
2019,IT,15,388,5,1483,2215031,3269031
2023,MECH,33,785,12,899,5462088,7652850
2022,IT,34,649,9,554,2413008,5420620
2020,ECE,22,383,7,792,1586532,3758014
2020,MECH,38,686,12,1493,2048514,6697434
2021,EEE,18,386,7,1495,4869663,4841205
2021,AIDS,31,606,11,1434,2758023,6716234
2023,EEE,20,453,8,808,1567930,5025042
2023,ECE,31,739,11,1503,4261018,7633789
2019,CIVIL,35,563,9,1411,5963039,5490566
2019,EEE,38,720,12,950,3809123,6290692
2023,EEE,32,792,12,884,4661051,7840781
2023,CIVIL,37,710,12,1387,1517528,6190258
2022,MECH,20,472,10,994,5436334,6342081
2021,CIVIL,21,303,7,1454,4410359,4364962
2019,AIDS,44,771,12,951,1099662,6756975
2021,EEE,16,409,7,1313,1354738,4185231
2021,CIVIL,21,336,7,934,5419020,4160305
2023,ECE,57,882,12,698,5399411,8999483
2022,ECE,16,330,6,1388,5134899,4258718
2020,EEE,40,680,12,1411,4247198,6884318
2022,AIDS,28,567,9,1387,5022680,6322227
2022,IT,16,310,5,1199,1847727,3162748
2021,AIDS,42,643,10,852,5326567,7344843
2022,CSE,34,843,10,1007,2441701,7063794
2019,CSE,54,868,12,1012,2243138,7216423
2021,CSE,17,465,6,1481,1473459,3941295
2019,EEE,34,641,11,1242,3398849,5426438
2020,ECE,50,781,12,678,3878486,6947008
2021,MECH,22,318,8,1063,1356449,4408338
2020,ECE,20,483,8,965,5744942,4798074
2021,MECH,40,844,12,608,2995072,7382972
2023,MECH,12,309,8,610,5407829,4650189
2022,ECE,51,891,12,1236,4310775,9361392
2023,EEE,24,491,9,948,2466784,5368750
2020,AIDS,36,619,11,1010,5369112,6552934
2022,MECH,38,879,12,845,1132309,8255804
2021,IT,43,774,11,1166,3626383,6704753
2022,ECE,40,726,11,1055,2233565,7066349
2019,ECE,21,358,7,1015,3189444,4131285
2022,CSE,37,735,9,765,4123252,7026009
2019,AIDS,20,396,7,1472,5608740,5409155
2022,CSE,35,795,9,706,5635318,7380034
2019,ECE,31,577,9,558,4698710,5322741
2020,ECE,23,564,9,1389,2732186,5295828
2023,MECH,14,308,7,756,2259126,4612543
2021,AIDS,46,756,12,1289,4224033,8571027
2022,CIVIL,27,572,9,1396,2523831,5625638
2023,IT,14,307,4,569,3282144,4134065
2021,MECH,24,507,11,1359,3107599,5941825
2021,ECE,23,422,8,827,5210438,5337922
2019,MECH,19,332,8,1365,3673818,4091413
2020,IT,47,812,11,1296,1106889,6081377
2020,ECE,24,503,8,1033,3509304,4671361
2023,IT,47,817,11,808,4355594,7684899
2020,CIVIL,39,816,12,545,5911416,6491166
2022,MECH,36,742,12,1165,5914973,8355606
2020,EEE,44,891,12,954,5871426,7392678
2023,MECH,31,638,12,1478,1114764,7106816
2020,CSE,29,737,9,1111,2704344,5491929
2022,AIDS,31,744,12,1100,2691644,7997373
2019,AIDS,20,435,8,1271,4197147,5214729
2023,CSE,31,686,9,1249,2762023,6532524
2019,ECE,16,324,6,552,3233997,3887332
2019,AIDS,36,805,12,932,1970490,7577038
2019,IT,28,624,8,1105,3985885,4816509
2021,AIDS,27,637,11,963,3040795,6766072
2021,AIDS,26,394,7,1140,5068849,5794220
2019,CSE,36,844,10,1071,4607181,6714949
2023,ECE,27,445,8,1166,3756419,5488466
2022,CIVIL,23,530,9,584,4664688,5761760
2022,AIDS,38,794,11,568,5994577,8417778
2020,EEE,16,337,6,739,2401586,3389615
2023,AIDS,36,724,11,1321,5928607,8413200
2021,CIVIL,36,736,10,1389,5648987,6241327
2019,CSE,37,667,9,713,1965595,5527402
2020,CIVIL,43,644,11,1186,4200229,5441953
2022,CSE,27,459,7,1057,3159007,5303910
2021,IT,37,849,10,1453,2146311,6730406
2021,CSE,36,840,10,613,1251928,6365615
2019,IT,22,443,7,557,2140398,3878377
2022,IT,38,887,11,1413,1675219,7775425
2023,CSE,58,875,11,1039,4480224,8837319
2021,EEE,32,644,10,552,1442909,5789847
2019,MECH,22,568,12,1424,2534159,4954513
2023,CSE,27,567,8,663,2524696,5608275
2022,AIDS,29,468,9,614,4002740,6399785
2021,EEE,18,332,6,1058,4354441,3905560
2023,EEE,39,676,11,1189,1417860,6697938
2023,AIDS,26,513,9,1279,2054215,5764217
2023,MECH,39,861,12,728,4372666,8696383
2021,EEE,35,739,11,716,1863584,6397837
2021,IT,33,791,10,948,5477028,6623892
2020,MECH,40,692,12,1220,2933312,6351441
2022,ECE,47,788,12,1080,1289118,8307870
2019,AIDS,14,328,6,652,2566726,3675078
2023,MECH,15,338,8,1005,3535741,4858589
2020,CSE,23,472,7,790,4372886,4140365
2019,MECH,13,316,7,815,4193340,3445174
2020,IT,13,355,5,1261,1258775,2982712
2021,CSE,33,525,7,561,3904406,5591523
2023,CIVIL,38,857,12,1012,1277114,7378802
2019,AIDS,21,366,7,915,1611016,4378911
2019,AIDS,35,496,9,1135,5217407,6369406
2019,MECH,12,322,8,778,1450695,3841265
2019,EEE,23,536,10,968,2955714,4524994
2019,CSE,47,865,11,637,2819006,6263031
2020,CIVIL,17,437,8,1209,2274041,4070988
2023,CSE,37,772,9,561,2550974,6503267
2021,AIDS,52,852,12,759,2371507,8460880
2021,CSE,27,528,7,821,3053059,4926997
2021,CIVIL,24,616,11,1073,1148016,5020387
2021,EEE,51,897,12,848,5687013,7992798
2020,MECH,48,860,12,528,4684990,7282823
2022,IT,35,500,7,1417,1309128,5779819
2023,CSE,30,557,8,934,4192621,5602183
2019,IT,32,779,10,563,1943818,5174132
2022,AIDS,19,477,8,886,4437724,5713497
2021,MECH,17,422,9,1075,3842330,4368911
2022,ECE,30,641,10,520,1338917,6806509
2023,MECH,30,470,10,1492,5750363,6056733
2019,CSE,24,358,6,1032,4197278,4404833
2019,EEE,48,764,12,1242,2234543,6482405
2023,MECH,35,559,11,880,5436633,7562844
2023,CSE,45,672,10,953,3431188,7070027
2021,CSE,22,394,6,1264,1592109,3584533
2019,IT,18,424,6,1073,5334238,4433968
2022,MECH,13,340,8,990,4943590,5154854
2020,CSE,32,553,8,783,4174650,4954842
2020,IT,16,306,4,1446,4812631,3718078
2023,CIVIL,36,770,11,1416,4131867,6774078
2021,ECE,36,810,12,647,1092099,7152289
2020,IT,41,880,12,1038,3550756,7454274
2019,IT,23,368,6,1230,4467964,3441121
2023,CSE,26,380,6,1140,1076204,3907676
2022,AIDS,45,841,12,630,5014618,9750800
2023,AIDS,50,884,12,1049,5858756,10847810
2022,EEE,36,561,10,1009,1951738,6413894
2023,AIDS,17,388,6,846,2984197,4836326
2023,IT,23,507,8,530,2923639,5267891
2023,EEE,34,512,10,1229,4164030,6574508
2022,CSE,30,565,7,543,2648626,5375873
2022,MECH,24,592,12,644,1600727,6609804
2023,ECE,29,506,9,1429,2791881,5746585
2020,ECE,25,632,10,1215,5528083,5851230
2021,IT,18,376,5,1481,5636869,4473028
2021,IT,23,587,8,537,4192306,5828284
2021,EEE,23,346,7,870,2713662,4697018
2022,CSE,27,499,7,1110,2885873,5000414
2022,CIVIL,44,726,12,606,4789487,6250774
2020,IT,26,509,7,1054,1012754,4189402
2021,CIVIL,41,719,12,752,2213011,5698828
2021,CIVIL,23,453,8,526,2950710,4199843
2023,AIDS,33,821,11,790,5653297,8479333
2022,CSE,32,714,9,1447,4819835,7052783
2021,ECE,25,652,10,801,3013850,5983023
2020,ECE,26,456,8,535,2477186,5132980
2020,CIVIL,25,560,10,1327,4975244,5147771
2021,ECE,17,376,6,940,4307893,4892686
2022,CSE,48,787,11,1426,5725771,7711928
2020,AIDS,27,430,9,616,5883942,5944070
2023,CSE,53,878,11,1490,4139354,8292166
2020,IT,43,754,11,1462,2264364,6668340
2019,CIVIL,22,462,8,1246,5297120,3864296
2019,CSE,15,314,4,829,4262059,3246131
2022,ECE,25,531,8,1377,3167094,5966424
2021,MECH,24,494,11,1040,5551987,5744499
2022,CSE,44,841,12,1251,3172279,8118280
2022,CIVIL,28,658,11,1305,4417614,5941026
2022,AIDS,38,630,11,616,4149139,7412620
2022,ECE,37,726,10,1358,2349184,7654591
2023,AIDS,36,796,11,847,2684931,8807955
2023,CIVIL,50,785,12,877,5486146,7660880
2020,ECE,36,748,11,1435,4517288,7219643
2019,IT,34,712,9,802,1084360,4849695
2022,ECE,32,629,10,956,5802294,7012394
2020,IT,21,446,6,545,3274886,4247107
2019,AIDS,33,558,10,858,1193493,5772511
2021,AIDS,22,591,9,1403,5219484,6418779
2023,CIVIL,28,442,9,1264,2480986,5320186
2019,IT,28,664,9,555,1474840,4755383
2021,AIDS,18,389,7,633,1667885,4394996
2019,IT,20,463,7,517,3006754,4553941
2023,AIDS,34,780,11,1041,3237146,8709995
2023,ECE,24,383,8,638,2242430,5632593
2020,CSE,23,376,6,831,2521610,3476562
2022,MECH,37,816,12,700,2476638,7365883
2019,ECE,53,784,12,797,2536914,6812680
2019,EEE,41,889,12,1412,1368241,6743791
2021,CSE,38,898,11,570,3950757,7072382
2023,EEE,20,403,8,1060,4832014,4817040
2019,AIDS,39,751,11,1364,3681734,7710782
2023,MECH,45,786,12,1385,3116836,8334662
2019,MECH,28,638,12,1045,2937316,5365377
2020,AIDS,37,865,12,894,1672326,7291403
2022,AIDS,30,777,12,810,4390805,7739527
2019,IT,23,522,8,717,5678091,5088764
2023,AIDS,17,308,5,1505,3809991,5435187
2020,CIVIL,23,352,8,1169,5401080,3646231
2019,AIDS,20,376,8,983,1451537,4356581
2021,CIVIL,46,802,12,1485,5006171,7349008
2022,AIDS,36,615,9,1465,3674704,6763689
2019,IT,24,464,7,577,4376342,4461293
2020,CIVIL,27,578,9,1354,5778397,4837604
2021,CSE,12,326,5,1430,3460766,3466757
2020,CIVIL,15,369,6,1336,3354808,3390914
2020,ECE,27,517,9,946,3065163,5410178
2021,IT,31,664,9,813,1264278,5718987
2020,EEE,37,605,11,538,2637990,6174219
2021,CIVIL,26,423,8,1135,4894338,4696587
2019,ECE,16,318,6,1435,1609897,3694891
2021,ECE,35,556,9,1164,4445595,6276128
2021,ECE,36,595,10,1064,1172238,6097574
2022,AIDS,16,321,6,611,4235020,5067939
2021,ECE,36,749,12,1100,2658174,6770503
2021,AIDS,44,851,12,1088,5021330,9010776
2019,EEE,33,849,12,1326,4649310,6979677
2022,IT,17,347,4,1140,5198100,4117979
2023,MECH,57,886,12,1464,1542852,9335839
2019,AIDS,23,482,9,1224,4635192,4876097
2019,ECE,37,734,11,525,2142898,6388043
2023,ECE,17,406,6,1438,4144056,5195796
2021,CSE,34,487,7,1168,4357648,4738030
2020,ECE,22,385,8,723,2036498,4588048
2022,IT,37,755,10,1400,5837507,7581605
2020,CIVIL,17,436,7,829,2664373,3425704
2023,CIVIL,27,635,10,972,1389273,5996090
2019,ECE,51,768,12,1472,1209815,6988081
2019,CSE,46,870,12,1332,2246135,6858289
2022,AIDS,29,702,11,1039,1315317,7342364
2019,IT,57,839,11,1095,2440549,6344663
2019,CSE,26,371,6,1198,3872685,3619427
2022,AIDS,20,323,7,1382,4081909,4975327
2022,IT,48,784,11,1269,3763902,7252745
2023,ECE,14,355,6,666,1056627,3971099
2019,CIVIL,28,522,9,973,2790666,4419588
2019,IT,29,478,7,1507,5144245,5024796
2023,ECE,50,733,11,1036,4098172,7944388
2021,EEE,48,749,12,1150,1162022,7261434
2021,MECH,41,791,12,788,1989634,7491418
2021,IT,22,488,7,750,2748629,4973839
2023,MECH,48,877,12,1453,4602030,9842143
2019,IT,39,719,9,1478,1601766,5203588
2023,MECH,26,548,11,1469,4159740,7104564
2023,EEE,39,887,12,1172,5093934,9082578
2021,CIVIL,20,463,8,1373,2845354,4304807
2020,AIDS,25,554,9,677,1504636,5450292
2019,MECH,42,775,12,1084,1530571,6700302
2021,EEE,31,716,11,1164,4981196,6778992
2020,MECH,22,469,10,835,1132409,5148980
2020,CIVIL,33,616,11,1376,1389130,4856000
2022,MECH,21,473,10,1037,2157567,5863459
2019,EEE,39,769,12,1359,2559454,6822776
2020,ECE,38,644,11,785,4074442,7062372
2021,EEE,37,744,11,1393,5781560,7572082
2022,CSE,12,317,4,881,2462649,3938727
2019,CIVIL,19,369,7,1418,4367272,3974997
2023,ECE,34,637,10,887,3202282,7372801
2021,CSE,41,891,11,851,2421953,7090891
2020,CIVIL,42,826,12,519,5734806,7008367
2020,ECE,49,755,12,757,5366908,7316282
2021,MECH,30,568,12,1130,1321072,6372005
2020,ECE,24,487,8,560,4754169,5664086
2022,EEE,41,868,12,1399,4370204,7554170
2019,CSE,42,828,11,866,3804910,6119349
2022,MECH,31,733,12,688,4706825,7657576
2020,EEE,28,587,10,627,5204395,5465927
2023,CIVIL,53,866,12,1212,5633803,7900095
2019,ECE,39,798,11,876,5347295,7399654
2019,EEE,32,740,12,869,4580960,6490610
2021,MECH,29,602,12,1177,3958818,5873463
2021,CSE,22,386,6,1266,4389587,4880911
2023,CSE,34,737,9,590,4442270,6665491
2019,ECE,51,840,12,1443,1283588,7472233
2023,EEE,17,321,6,1261,3835423,4437856
2021,MECH,56,859,12,598,2358771,8110850
2021,IT,36,816,10,745,5157312,6620686
2019,CIVIL,49,802,12,587,1987961,6431966
2022,CIVIL,35,766,12,918,4661653,6478892
2020,MECH,15,400,8,725,4847201,4961177
2021,IT,36,882,11,969,5521591,7130873
2021,CSE,20,440,7,1419,1294903,4821302
2022,ECE,25,437,8,1263,2857673,5419600
2022,AIDS,50,877,12,884,3974062,9667189
2023,AIDS,25,527,9,1336,1727145,6507153
2023,ECE,36,580,10,1101,2626747,6403397
2020,MECH,50,730,12,1184,2390249,7200349
2020,IT,18,339,4,1066,5263435,4100372
2019,IT,36,818,10,828,5372557,6003956
2023,CIVIL,31,510,9,807,1181793,4798919
2021,CSE,24,601,8,535,4944261,5187612
2023,EEE,27,385,8,617,1439706,4447506
2021,IT,29,696,9,565,1577543,5638899
2022,ECE,27,552,10,1449,3716384,6199475
2023,EEE,33,832,12,806,4516590,7782762
2022,AIDS,41,680,12,957,2122073,8198325
2020,EEE,37,743,11,981,2326136,6476396
2020,CSE,13,332,4,764,2193431,3022892
2019,ECE,34,559,9,834,4956450,5394775
2023,CSE,26,533,7,1161,1979993,4952398
2022,EEE,42,814,12,1425,1296644,7233034
2021,MECH,35,607,11,1329,3665461,6234716
2020,IT,24,369,6,844,2671982,3839187
2020,ECE,35,753,11,1301,3726779,6439002
2021,MECH,43,738,12,1070,5129954,7771871
